RecordNum,Gender,AcademicClassYr,Ethnicity,MathPlacement,LastGPA,HSGPA,MaxHS_GPA_Scale,TestUsed,MaxMath,MaxVerbal,Calc1Number,Calc1LastGrade,Calc1LastQP,Phys1Grade,PhysicsITimes,P1_PrevGrade
853,FEMALE,2022,Hispanic,3111,3.06,3.79,4,ACT,610,710,1,B-,2.7,B,1,N
854,MALE,2022,White,3211,3.99,4,4,SAT,800,730,0,,,,0,N
855,MALE,2022,White,3111,3.71,3.85,4,ACT,600,680,1,A,4,H,1,N
856,MALE,2022,TwoOrMore,3111,2.65,3.67,4,SAT,630,630,1,C,2,C-,1,N
857,MALE,2022,White,3111,3.09,3.47,4,SAT,740,590,1,A,4,A-,1,N
858,MALE,2022,Hispanic,3111,3,4,4,SAT,760,740,1,B,3,B-,1,N
859,MALE,2022,White,3107,3.36,0,0,ACT,660,540,1,A-,3.7,B,1,N
860,FEMALE,2022,White,3111,2.7,3.64,4,SAT,660,710,1,B+,3.3,B+,1,N
861,MALE,2022,White,3115,3.9,3.92,4,SAT,770,750,0,,,,0,N
862,FEMALE,2023,White,3111,3.26,92.3,100,SAT,680,680,1,C-,1.7,B-,1,N
863,MALE,2022,Hispanic,3111,3.66,3.92,4,ACT,630,780,1,B,3,A,1,N
864,MALE,2022,White,3111,3.41,94.3,100,SAT,610,650,1,B,3,,0,N
865,MALE,2022,Black,3107,2.91,0,0,SAT,510,450,1,D,1,C,1,N
866,MALE,2022,Hispanic,3111,2.61,3.61,4,SAT,650,650,1,C-,1.7,C+,1,N
867,FEMALE,2022,White,3107,3.75,4,4,SAT,680,620,1,A-,3.7,B-,1,N
868,FEMALE,2022,White,3111,3.29,3.8,4,SAT,650,620,1,C+,2.3,A,1,N
869,MALE,2023,White,3107,3.06,0,0,ACT,610,630,1,B,3,C+,1,N
870,MALE,2023,Black,3111,2.43,3.6,4,SAT,710,700,1,B-,2.7,B,1,N
871,FEMALE,2023,TwoOrMore,3115,3.76,3.84,4,SAT,700,700,0,,,A,1,N
872,MALE,2023,International Cadet,3107,2.41,3.19,4,ACT,460,490,1,C,2,B,1,N
873,MALE,2023,White,3107,3.18,0,0,SAT,560,570,1,C+,2.3,B+,1,N
874,MALE,2023,Hispanic,3115,3.04,3.3,4,SAT,730,700,0,,,A,1,N
875,FEMALE,2023,White,3115,3.39,3.84,4,SAT,750,620,0,,,,0,N
876,MALE,2023,White,3111,3.39,3.7,4,SAT,750,740,1,B-,2.7,A,1,N
877,FEMALE,2023,White,3111,3.56,11.26,12,ACT,700,710,1,C-,1.7,A,1,N
878,MALE,2023,White,3111,3.3,3.67,4,SAT,780,710,1,C+,2.3,A,1,N
879,FEMALE,2023,Asian,3111,3.31,3.86,4,SAT,680,660,1,C,2,B+,1,N
880,FEMALE,2023,White,3111,3.31,3.95,4,SAT,660,680,1,C-,1.7,B+,1,N
881,FEMALE,2023,White,3111,3.22,4,4,ACT,660,800,1,C-,1.7,B+,1,N
882,MALE,2023,White,3111,3.69,3.81,4,ACT,740,600,1,A,4,A,1,N
883,MALE,2023,White,3111,3.47,96.63,100,SAT,730,650,1,A-,3.7,B+,1,N
884,FEMALE,2023,White,3111,3.62,3.68,4,SAT,730,670,1,B,3,A,1,N
885,FEMALE,2023,White,3211,3.97,4,4,SAT,760,720,0,,,,0,N
886,MALE,2023,White,3111,3.19,3.73,4,SAT,660,580,1,B-,2.7,B,1,N
887,FEMALE,2023,NativeAmerican,3111,3.79,4,4,SAT,710,800,1,B+,3.3,B+,1,N
888,MALE,2023,White,3107,3.16,3.61,4,SAT,550,590,1,B,3,B+,1,N
889,FEMALE,2023,White,3111,2.97,3.7,4,SAT,660,620,1,C+,2.3,C+,1,N
890,MALE,2023,White,3115,3.92,4,4,ACT,760,710,0,,,,0,N
891,MALE,2023,White,3111,2.69,3.43,4,SAT,720,660,1,B-,2.7,A,1,N
892,MALE,2023,White,3111,3.79,3.93,4,SAT,740,760,1,A,4,,0,N
893,MALE,2023,Decline to answer,3111,2.77,3.87,4,SAT,660,680,1,D,1,C,1,N
894,FEMALE,2023,White,3213,3.52,3.99,4,SAT,690,640,0,,,C+,1,N
895,FEMALE,2023,White,3115,3.64,4,4,SAT,770,700,0,,,A,1,N
896,MALE,2023,White,3111,3.53,3.65,4,SAT,650,570,1,B,3,A,1,N
897,FEMALE,2023,White,3111,3.85,4,4,SAT,680,690,1,A,4,B+,1,N
898,MALE,2023,White,3111,2.95,3.8,4,SAT,640,710,1,B-,2.7,A,1,N
899,FEMALE,2023,White,3111,3.75,3.93,4,ACT,650,780,1,B,3,A,1,N
900,FEMALE,2023,White,3107,3.62,3.82,4,SAT,670,670,1,A,4,A,1,N
901,FEMALE,2023,Black,3107,3.24,0,0,SAT,550,530,1,A,4,B+,1,N
902,MALE,2023,,3213,3.74,4,4,ACT,460,600,0,,,,0,N
903,MALE,2023,White,3115,3.85,3.59,4,SAT,680,660,0,,,,0,N
904,MALE,2023,Asian,3111,3.14,3.61,4,SAT,750,640,1,B+,3.3,A,1,N
905,MALE,2023,White,3115,3.55,3.98,4,SAT,710,690,0,,,,0,N
906,FEMALE,2023,Black,3111,2.89,0,0,SAT,540,570,1,C+,2.3,A,1,N
907,FEMALE,2023,White,3111,2.85,3.79,4,ACT,600,680,1,C+,2.3,C+,1,N
908,MALE,2023,Decline to answer,3111,3.25,3.29,4,ACT,660,600,1,B,3,B+,1,N
909,FEMALE,2023,White,3115,3.81,3.9,4,SAT,800,700,0,,,A,1,N
910,FEMALE,2023,White,3111,2.84,95.7,100,SAT,700,720,1,B,3,B,1,N
911,MALE,2023,White,3111,2.78,0,0,SAT,630,670,1,C-,1.7,C+,1,N
912,MALE,2023,Asian,3115,3.86,4,4,SAT,700,700,0,,,A,1,N
913,MALE,2023,White,3115,3.37,3.94,4,SAT,800,620,0,,,A,1,N
914,FEMALE,2023,White,3115,3.64,3.96,4,SAT,700,660,0,,,A,1,N
915,MALE,2023,White,3111,2.8,0,0,SAT,590,500,1,D,1,B,1,N
916,MALE,2023,White,3111,2.91,3.75,4,SAT,690,720,1,C,2,B,1,N
917,MALE,2023,White,3111,2.59,3.77,4,SAT,700,640,1,B-,2.7,C,1,N
918,FEMALE,2023,Hispanic,3111,3.98,4,4,SAT,710,780,1,A,4,A,1,N
919,FEMALE,2023,White,3107,3.16,3.96,4,SAT,610,710,1,B,3,C+,1,N
920,MALE,2023,White,3213,3.78,93.5,100,SAT,790,610,0,,,B+,1,N
921,FEMALE,2023,White,3115,2.79,3.63,4,SAT,690,720,0,,,,0,N
922,MALE,2023,White,3111,3.47,3.84,4,ACT,680,710,1,B+,3.3,A,1,N
923,FEMALE,2023,White,3111,3.48,3.74,4,SAT,700,680,1,A,4,A,1,N
924,MALE,2023,White,3111,3.41,4,4,ACT,650,600,1,A,4,A,1,N
925,MALE,2023,Hispanic,3111,3.3,3.29,4,SAT,680,680,1,B-,2.7,A,1,N
926,MALE,2023,TwoOrMore,3111,3.5,3.95,4,SAT,720,690,1,A,4,A,1,N
927,MALE,2023,White,3107,3.64,3.76,4,ACT,740,800,1,B+,3.3,A,1,N
928,FEMALE,2023,White,3111,3.07,0,0,SAT,550,600,1,D,1,C,1,N
929,FEMALE,2023,White,3111,3.15,94.12,100,SAT,680,640,1,C,2,B+,1,N
930,FEMALE,2023,TwoOrMore,3111,3.29,0,0,SAT,540,580,1,C-,1.7,B+,1,N
931,MALE,2023,White,3111,3.79,3.9,4,SAT,730,710,1,B,3,B+,1,N
932,MALE,2023,Hispanic,3111,2.2,0,0,SAT,600,580,1,B+,3.3,A,1,N
933,FEMALE,2023,White,3115,3.91,96.32,100,SAT,800,770,0,,,,0,N
934,MALE,2023,White,3115,3.59,94.79,100,SAT,690,660,0,,,A,1,N
935,FEMALE,2023,White,3111,2.9,0,0,SAT,630,580,1,B,3,A,1,N
936,MALE,2023,White,3115,3.65,3.96,4,SAT,700,600,0,,,,0,N
937,MALE,2023,,3213,3.86,4,4,ACT,460,600,0,,,,0,N
938,FEMALE,2023,TwoOrMore,3111,3.44,0,0,SAT,580,570,1,B-,2.7,A,1,N
939,MALE,2023,White,3111,2.72,0,0,ACT,680,710,1,C,2,C+,1,N
940,MALE,2023,Asian,3111,2.33,3.64,4,SAT,570,610,1,C,2,B,1,N
941,MALE,2023,White,3111,3.41,3.88,4,SAT,630,590,1,B+,3.3,A,1,N
942,MALE,2023,Black,3107,2.51,0,0,SAT,500,500,1,B,3,C,1,N
943,MALE,2023,White,3115,3.11,92.5,100,ACT,760,800,0,,,A,1,N
944,MALE,2023,White,3111,3.88,4,4,SAT,630,630,1,B,3,A,1,N
945,FEMALE,2023,Asian,3111,2.92,3.8,4,SAT,600,690,2,B,3,C+,1,N
946,MALE,2023,White,3115,3.76,3.9,4,SAT,770,710,0,,,B+,1,N
947,MALE,2023,White,3111,3.24,3.8,4,ACT,660,680,1,A,4,A,1,N
948,MALE,2023,White,3107,3.85,3.9,4,ACT,580,630,1,A,4,A,1,N
949,FEMALE,2023,Black,3107,3.07,0,0,ACT,520,580,1,C,2,B,1,N
950,FEMALE,2023,White,3111,3.43,92,100,SAT,680,630,1,C-,1.7,A,1,N
951,FEMALE,2023,White,3107,3.4,3.7,4,ACT,630,790,1,C,2,B+,1,N
952,FEMALE,2023,Hispanic,3107,3.08,3.7,4,SAT,620,620,1,B,3,C+,1,N
953,MALE,2023,White,3111,3.79,91.15,100,SAT,720,660,1,A,4,A,1,N
954,MALE,2023,White,3107,3.07,98.55,100,SAT,660,640,1,B,3,B+,1,N
955,MALE,2023,Asian,3111,2.51,3.95,4,SAT,620,530,1,B-,2.7,C+,1,N
956,FEMALE,2023,Hispanic,3111,3.55,3.13,4,ACT,600,680,1,B,3,C+,1,N
957,FEMALE,2023,White,3111,3.92,95.8,100,ACT,760,800,1,A,4,A,1,N
958,FEMALE,2023,White,3111,3.95,4,4,SAT,700,760,1,A,4,A,1,N
959,FEMALE,2023,White,3211,3.98,4,4,SAT,800,720,0,,,A,1,N
960,MALE,2023,White,3111,3.47,3.6,4,SAT,730,660,1,B+,3.3,A,1,N
961,MALE,2023,White,3111,3.28,0,0,SAT,680,670,1,A-,3.7,A,1,N
962,MALE,2023,White,3111,3.34,3.92,4,SAT,790,680,1,B,3,A,1,N
963,FEMALE,2023,White,3111,3.29,0,0,ACT,580,580,1,B+,3.3,B+,1,N
964,MALE,2023,White,3115,3.33,3.74,4,SAT,750,670,0,,,B+,1,N
965,MALE,2023,White,3111,3.48,3.86,4,ACT,650,790,1,C-,1.7,B+,1,N
966,MALE,2023,Hispanic,3111,2.75,3.48,4,SAT,690,720,2,B,3,B,1,N
967,MALE,2023,White,3111,3.38,92.34,100,SAT,700,620,1,B,3,B+,1,N
968,MALE,2023,White,3211,3.22,3.03,4,SAT,620,570,0,,,A,1,N
969,MALE,2023,Asian,3107,3.2,4,4,SAT,610,620,1,B,3,B+,1,N
970,MALE,2023,Hispanic,3213,3.48,0,0,ACT,630,600,0,,,B+,1,N
971,MALE,2023,TwoOrMore,3111,2.96,3.72,4,SAT,740,720,1,A,4,A,1,N
972,MALE,2023,White,3111,3.42,3.44,4,SAT,730,590,1,A-,3.7,A,1,N
973,FEMALE,2023,White,3111,3.71,3.92,4,ACT,650,790,1,A-,3.7,A,1,N
974,FEMALE,2023,White,3111,3.27,3.96,4,SAT,690,730,1,A,4,B+,1,N
975,FEMALE,2023,Asian,3111,3.87,3.85,4,SAT,740,680,1,A,4,A,1,N
976,MALE,2023,TwoOrMore,3111,3.17,0,0,SAT,680,560,1,B,3,B+,1,N
977,MALE,2023,Hispanic,3111,2.7,3.93,4,ACT,610,600,1,C,2,S,1,N
978,MALE,2023,Asian,3115,2.71,3.7,4,SAT,740,690,0,,,B-,2,F
979,FEMALE,2023,TwoOrMore,3111,3.8,4,4,SAT,620,690,1,A,4,B+,1,N
980,MALE,2023,Asian,3111,3.51,3.82,4,SAT,690,600,1,A,4,A,1,N
981,FEMALE,2023,White,3111,3.4,3.95,4,SAT,630,690,1,A-,3.7,A,1,N
982,MALE,2023,Black,3107,2.8,0,0,ACT,520,630,1,C,2,C+,1,N
983,MALE,2023,Asian,3111,3.68,3.57,4,SAT,800,800,1,A,4,B+,1,N
984,MALE,2023,White,3111,3.81,0,0,SAT,600,720,1,B+,3.3,A,1,N
985,MALE,2023,Asian,3111,3.2,3.6,4,ACT,790,800,1,A,4,B+,1,N
986,MALE,2023,Black,3111,2.63,0,0,SAT,560,600,2,C,2,C,1,N
987,FEMALE,2023,White,3115,3.64,3.94,4,SAT,720,670,0,,,A,1,N
988,MALE,2023,White,3115,2.25,4,4,SAT,660,670,0,,,B,1,N
989,MALE,2023,White,3111,3.07,3.83,4,SAT,690,580,1,A-,3.7,B+,1,N
990,MALE,2023,White,3111,2.95,2.87,4,ACT,680,740,2,C+,2.3,C,1,N
991,MALE,2023,White,3115,3.51,3.88,4,ACT,740,570,0,,,A,1,N
992,MALE,2023,White,3111,3.63,96.6,100,ACT,660,800,1,B,3,A,1,N
993,MALE,2023,White,3111,3.91,4,4,SAT,670,720,1,A,4,,0,N
994,MALE,2023,White,3111,3.26,3.55,4,SAT,690,650,1,B,3,B+,1,N
995,FEMALE,2023,White,3111,3.71,3.95,4,SAT,680,650,1,B,3,A,1,N
996,MALE,2023,White,3115,3.53,4,4,SAT,740,650,0,,,A,1,N
997,FEMALE,2023,White,3111,3.2,3.8,4,ACT,650,790,1,C-,1.7,C+,1,N
998,FEMALE,2023,White,3111,2.7,3.82,4,SAT,660,690,1,C,2,B+,1,N
999,MALE,2023,White,3111,3.19,0,0,SAT,640,660,1,C+,2.3,A,1,N
1000,FEMALE,2023,Black,3111,2.69,0,0,SAT,540,580,2,C,2,B+,1,N
1001,MALE,2023,Asian,3111,2.89,0,0,SAT,700,640,1,C-,1.7,B,1,N
1002,MALE,2023,White,3115,3.23,4,4,SAT,750,710,0,,,A,1,N
1003,MALE,2023,White,3115,3.53,0,0,SAT,580,580,0,,,A,1,N
1004,MALE,2023,White,3111,1.93,3.9,4,SAT,800,610,1,C+,2.3,C+,1,N
1005,MALE,2023,White,3111,3.15,3.8,4,SAT,740,660,1,B-,2.7,A,1,N
1006,FEMALE,2023,TwoOrMore,3111,3.24,0,0,SAT,600,660,2,B,3,A,1,N
1007,MALE,2023,White,3111,3.39,4,4,ACT,600,780,1,C+,2.3,B,1,N
1008,MALE,2023,White,3111,3.74,3.91,4,SAT,710,700,1,A-,3.7,A,1,N
1009,MALE,2023,Asian,3115,3.11,3.76,4,SAT,790,650,0,,,A,1,N
1010,MALE,2023,International Cadet,3107,2.8,3.19,4,ACT,460,490,1,B,3,B,1,N
1011,MALE,2023,White,3107,3.34,4,4,SAT,650,650,1,B,3,A,1,N
1012,MALE,2023,White,3111,3.53,3.9,4,ACT,650,630,1,B,3,A,1,N
1013,FEMALE,2023,White,3107,3.12,0,0,SAT,630,640,1,B,3,B+,1,N
1014,MALE,2023,White,3111,3.04,3.43,4,ACT,610,660,1,B-,2.7,C+,1,N
1015,MALE,2023,Asian,3213,3.63,3.78,4,SAT,740,630,0,,,A,1,N
1016,MALE,2023,White,3111,3.03,3.8,4,SAT,680,670,1,C,2,B,1,N
1017,MALE,2023,Hispanic,3107,2.67,0,0,SAT,640,580,1,C,2,B+,1,N
1018,MALE,2023,TwoOrMore,3111,3.16,0,0,SAT,600,620,1,B+,3.3,A,1,N
1019,MALE,2023,White,3111,3.16,3.75,4,SAT,790,740,1,B,3,,0,N
1020,FEMALE,2023,White,3111,3.2,3.95,4,SAT,690,730,1,C-,1.7,C,1,N
1021,MALE,2023,White,3111,3.88,95.57,100,SAT,690,620,1,B+,3.3,A,1,N
1022,MALE,2023,Asian,3111,3.17,3.96,4,SAT,750,680,1,B-,2.7,A,1,N
1023,FEMALE,2023,Decline to answer,3111,3.27,4,4,SAT,700,680,1,B,3,B,1,N
1024,MALE,2023,White,3111,3.66,96.44,100,SAT,670,640,1,B,3,A,1,N
1025,MALE,2023,White,3111,2.99,0,0,SAT,550,600,1,B-,2.7,A,1,N
1026,MALE,2023,Black,3111,2.21,0,0,SAT,620,680,1,B,3,C+,1,N
1027,FEMALE,2023,White,3111,3.4,3.92,4,SAT,720,680,1,C+,2.3,B,1,N
1028,FEMALE,2023,White,3211,3.89,3.75,4,SAT,700,730,0,,,,0,N
1029,MALE,2023,,3213,3.92,4,4,ACT,460,600,0,,,,0,N
1030,FEMALE,2023,White,3111,3.16,0,0,ACT,630,540,1,B-,2.7,B,1,N
1031,MALE,2023,White,3111,3.37,3.83,4,ACT,610,660,1,C,2,B,1,N
1032,MALE,2023,TwoOrMore,3111,3.81,0,0,SAT,660,640,1,A-,3.7,A,1,N
1033,MALE,2023,White,3111,3.62,3.67,4,ACT,700,800,1,B+,3.3,A,1,N
1034,MALE,2023,Hispanic,3111,3.55,3.75,4,SAT,740,700,1,B-,2.7,A,1,N
1035,MALE,2023,White,3111,2.66,4,4,SAT,670,650,1,B,3,B,1,N
1036,FEMALE,2023,TwoOrMore,3111,3.77,3.95,4,ACT,650,660,1,A-,3.7,B+,1,N
1037,MALE,2023,Hispanic,3111,3.15,0,0,SAT,650,550,1,C,2,C+,1,N
1038,FEMALE,2023,International Cadet,3107,3.31,3.19,4,ACT,460,490,1,A,4,B,1,N
1039,FEMALE,2023,White,3115,3.76,94.5,100,SAT,790,770,0,,,,0,N
1040,MALE,2023,White,3111,3.65,99.07,100,SAT,790,720,1,A,4,A,1,N
1041,FEMALE,2023,Asian,3111,3.25,0,0,SAT,590,560,1,C,2,A,1,N
1042,FEMALE,2023,White,3107,3.91,97.76,100,SAT,660,690,1,A,4,A,1,N
1043,FEMALE,2023,TwoOrMore,3111,3.81,4.46,4.5,SAT,740,700,1,A,4,,0,N
1044,MALE,2023,White,3115,3.67,97.5,100,SAT,710,740,0,,,,0,N
1045,MALE,2023,White,3111,3.69,3.75,4,SAT,710,680,1,A,4,B,1,N
1046,MALE,2023,White,3111,3.68,3.99,4,SAT,710,660,1,A,4,A,1,N
1047,MALE,2023,White,3111,3.29,3.63,4,ACT,790,680,1,B+,3.3,A,1,N
1048,FEMALE,2023,White,3107,3.57,0,0,SAT,600,660,1,B,3,B+,1,N
1049,MALE,2023,International Cadet,3107,2.69,3.19,4,ACT,460,490,1,D,1,C,1,N
1050,MALE,2023,Hispanic,3107,3.47,0,0,SAT,510,480,1,A,4,B+,1,N
1051,MALE,2023,White,3111,2.27,0,0,ACT,610,580,2,C+,2.3,C+,1,N
1052,FEMALE,2023,Hispanic,3115,3.48,4,4,SAT,710,690,0,,,B+,1,N
1053,MALE,2023,White,3111,3.36,3.55,4,SAT,660,620,1,B-,2.7,B+,1,N
1054,MALE,2023,Hispanic,3111,3.15,0,0,SAT,580,530,1,B,3,B,1,N
1055,FEMALE,2023,TwoOrMore,3111,2.76,0,0,SAT,650,620,2,C,2,C,1,N
1056,FEMALE,2023,White,3115,3.55,3.84,4,SAT,770,720,0,,,A,1,N
1057,MALE,2023,White,3111,3.63,3.71,4,SAT,770,680,1,B,3,A,1,N
1058,MALE,2023,International Cadet,3107,2.97,3.19,4,ACT,460,490,1,A,4,B+,1,N
1059,MALE,2023,White,3111,3.48,4,4,SAT,690,690,1,B,3,B,1,N
1060,MALE,2023,White,3107,2.8,89.73,100,SAT,670,620,1,B,3,B,1,N
1061,FEMALE,2023,White,3111,3.93,3.76,4,SAT,710,690,1,H,4,A,1,N
1062,FEMALE,2023,White,3107,2.82,0,0,SAT,550,540,1,C,2,B,1,N
1063,FEMALE,2023,White,3111,3.49,0,0,ACT,600,710,1,D,1,A,1,N
1064,FEMALE,2023,TwoOrMore,3111,3.2,3.8,4,SAT,690,680,1,B+,3.3,B+,1,N
1065,FEMALE,2023,White,3111,2.5,0,0,SAT,640,600,1,C,2,B+,1,N
1066,FEMALE,2023,White,3115,3.79,4,4,ACT,700,800,0,,,A,1,N
1067,MALE,2023,Hispanic,3111,3.43,95.2,100,SAT,690,640,1,B+,3.3,A,1,N
1068,MALE,2023,White,3111,3.47,0,0,SAT,610,520,1,B-,2.7,A,1,N
1069,FEMALE,2023,Hispanic,3111,3.3,94.8,100,SAT,690,610,1,B+,3.3,B,1,N
1070,FEMALE,2023,Hispanic,3111,3.53,3.96,4,SAT,650,640,1,B-,2.7,B,1,N
1071,MALE,2023,TwoOrMore,3111,3.93,4,4,SAT,710,640,1,A,4,A,1,N
1072,FEMALE,2023,White,3111,3.4,3.9,4,SAT,750,690,1,B,3,B+,1,N
1073,FEMALE,2023,White,3115,3,3.91,4,SAT,680,620,0,,,B+,1,N
1074,FEMALE,2023,White,3111,3.74,3.59,4,SAT,700,700,1,A,4,A,1,N
1075,MALE,2023,White,3111,2.78,0,0,SAT,720,650,1,D,1,B+,1,N
1076,FEMALE,2023,TwoOrMore,3111,3.6,4,4,SAT,640,640,1,B,3,A,1,N
1077,MALE,2023,White,3111,3.59,3.37,4,SAT,650,650,1,B+,3.3,A,1,N
1078,FEMALE,2023,Hispanic,3111,3.48,3.98,4,ACT,650,710,1,A-,3.7,C+,1,N
1079,MALE,2023,TwoOrMore,3111,3.43,0,0,ACT,600,680,1,B,3,B+,1,N
1080,MALE,2023,TwoOrMore,3107,2.62,3.59,4,ACT,630,780,1,C,2,C,1,N
1081,MALE,2023,TwoOrMore,3111,3.57,3.9,4,SAT,650,650,1,C,2,B,1,N
1082,FEMALE,2023,White,3107,2.79,0,0,SAT,550,530,1,B,3,B,1,N
1083,FEMALE,2023,White,3115,3.6,100,100,SAT,770,700,0,,,A,1,N
1084,MALE,2023,,3213,2.77,4,4,ACT,460,600,0,,,,0,N
1085,FEMALE,2023,White,3111,3.42,91.6,100,SAT,670,790,2,A,4,B,1,N
1086,FEMALE,2023,TwoOrMore,3115,3.94,4,4,SAT,800,700,0,,,,0,N
1087,FEMALE,2023,White,3111,3.56,3.88,4,SAT,670,650,1,B,3,B+,1,N
1088,MALE,2023,TwoOrMore,3115,3.37,4,4,SAT,710,670,0,,,A,1,N
1089,FEMALE,2023,Hispanic,3107,2.79,0,0,SAT,530,480,1,C,2,C+,1,N
1090,MALE,2023,White,3111,3.29,3.9,4,SAT,740,690,1,B+,3.3,A,1,N
1091,MALE,2023,Hispanic,3111,2.91,0,0,SAT,590,580,1,B-,2.7,C+,1,N
1092,MALE,2023,White,3115,3.74,3.7,4,SAT,690,640,0,,,,0,N
1093,FEMALE,2023,White,3115,3.31,4,4,SAT,790,750,0,,,A,1,N
1094,MALE,2023,Hispanic,3115,3.58,3.95,4,SAT,630,630,0,,,A,1,N
1095,FEMALE,2023,Hispanic,3111,3.2,4,4,SAT,630,740,1,B-,2.7,A,1,N
1096,MALE,2023,White,3115,3.24,3.72,4,ACT,650,600,0,,,B,1,N
1097,MALE,2023,White,3115,3.07,0,0,ACT,560,400,0,,,B,1,N
1098,FEMALE,2023,White,3111,2.66,3.85,4,SAT,670,670,1,B,3,B+,1,N
1099,MALE,2023,White,3115,3.84,4,4,SAT,740,690,0,,,A,1,N
1100,MALE,2023,White,3111,2.95,3.98,4,SAT,680,610,1,B+,3.3,A,1,N
1101,MALE,2023,White,3213,3.63,3.9,4,SAT,690,670,0,,,,0,N
1102,FEMALE,2023,Hispanic,3111,2.99,3.64,4,SAT,670,610,1,C,2,B+,1,N
1103,MALE,2023,White,3111,2.92,3.84,4,ACT,610,600,1,C,2,B,1,N
1104,MALE,2023,White,3107,3.26,0,0,ACT,600,580,1,C+,2.3,A,1,N
1105,FEMALE,2023,White,3111,3.06,94.19,100,SAT,740,660,1,B,3,A,1,N
1106,MALE,2023,Asian,3111,2.77,3.93,4,SAT,660,670,2,C,2,C,2,F
1107,MALE,2023,Native Hawaiian,3111,3.65,3.83,4,SAT,710,660,1,B-,2.7,A,1,N
1108,FEMALE,2023,White,3111,3.08,3.59,4,ACT,610,660,1,C,2,C+,1,N
1109,MALE,2023,White,3111,3.12,3.71,4,SAT,620,650,1,C+,2.3,C,1,N
1110,MALE,2023,Hispanic,3111,3.54,3.71,4,SAT,740,610,1,A,4,,0,N
1111,MALE,2023,White,3111,3.96,4,4,SAT,760,780,1,H,4,A,1,N
1112,FEMALE,2023,Asian,3107,2.77,3.83,4,SAT,590,610,1,C,2,C,1,N
1113,MALE,2023,White,3111,3.37,3.82,4,SAT,680,730,1,A-,3.7,A,1,N
1114,FEMALE,2023,White,3115,3.83,4,4,ACT,580,600,0,,,A,1,N
1115,MALE,2023,White,3111,3.4,3.88,4,SAT,650,620,1,B-,2.7,A,1,N
1116,MALE,2023,TwoOrMore,3111,3.47,3.8,4,ACT,800,790,1,A-,3.7,,0,N
1117,FEMALE,2023,Black,3111,2.91,98.79,100,SAT,640,660,1,C+,2.3,A,1,N
1118,MALE,2023,TwoOrMore,3107,3.2,0,0,SAT,500,540,1,C+,2.3,B+,1,N
1119,FEMALE,2023,TwoOrMore,3111,3.06,97.2,100,SAT,660,720,1,B+,3.3,B+,1,N
1120,FEMALE,2023,TwoOrMore,3111,3.33,3.68,4,SAT,750,650,1,C+,2.3,A,1,N
1121,MALE,2023,White,3111,3.19,3.7,4,SAT,690,670,2,C+,2.3,B+,1,N
1122,MALE,2023,Asian,3111,3.7,3.53,4,SAT,730,640,1,A-,3.7,A,1,N
1123,FEMALE,2023,White,3107,3.31,97.94,100,SAT,590,610,1,B,3,B,1,N
1124,FEMALE,2023,TwoOrMore,3111,2.68,3.61,4,ACT,630,710,1,B-,2.7,B,1,N
1125,FEMALE,2023,White,3111,3.29,4,4,SAT,650,710,1,B,3,B+,1,N
1126,FEMALE,2023,White,3115,3.88,4,4,SAT,660,660,0,,,,0,N
1127,FEMALE,2023,White,3107,3.49,3.95,4,ACT,560,780,1,B,3,B+,1,N
1128,MALE,2023,TwoOrMore,3107,3.19,0,0,SAT,500,610,1,B+,3.3,B+,1,N
1129,FEMALE,2023,Asian,3111,3.88,4,4,ACT,630,800,1,B,3,A,1,N
1130,MALE,2023,White,3107,3.43,4,4,SAT,670,640,1,C,2,B,1,N
1131,FEMALE,2023,TwoOrMore,3115,3.78,3.96,4,SAT,720,720,0,,,A,1,N
1132,MALE,2023,White,3111,2.7,3.84,4,SAT,650,660,1,C-,1.7,B,1,N
1133,MALE,2023,Asian,3111,3.79,3.93,4,ACT,740,630,1,B+,3.3,A,1,N
1134,MALE,2023,Asian,3111,2.62,3.9,4,SAT,690,610,1,C+,2.3,B,1,N
1135,MALE,2023,Asian,3111,3.53,3.62,4,SAT,750,650,1,A,4,A,1,N
1136,FEMALE,2023,Hispanic,3115,3.67,3.46,4,SAT,680,630,0,,,A,1,N
1137,FEMALE,2023,TwoOrMore,3111,3.66,4,4,SAT,630,590,1,A-,3.7,B+,1,N
1138,FEMALE,2023,White,3115,3.93,4,4,SAT,790,760,0,,,,0,N
1139,MALE,2023,White,3111,3.13,3.63,4,ACT,630,600,1,C,2,B,1,N
1140,MALE,2024,White,3111,2.88,3.9,4,SAT,630,710,1,B-,2.7,B,1,N
1141,MALE,2024,Black,3111,2.66,0,0,SAT,550,560,1,D,1,B,1,N
1142,MALE,2024,Asian,3111,3.23,3.71,4,SAT,760,660,1,B+,3.3,W,1,N
1143,MALE,2024,TwoOrMore,3111,3.91,6.28,7,SAT,740,680,1,A-,3.7,A,1,N
1144,FEMALE,2024,Asian,3115,3.95,3.88,4,SAT,800,720,0,,,H,1,N
1145,FEMALE,2024,Asian,3111,2.72,3.87,4,ACT,650,800,1,C+,2.3,B,1,N
1146,FEMALE,2024,White,3115,3.39,97.8,100,ACT,700,800,0,,,A-,1,N
1147,FEMALE,2024,White,3111,2.81,0,0,SAT,660,580,1,B-,2.7,B+,1,N
1148,MALE,2024,International Cadet,3211,2.77,88.25,100,SAT,390,420,0,,,,0,N
