RecordNum,Gender,AcademicClassYr,Ethnicity,MathPlacement,LastGPA,HSGPA,MaxHS_GPA_Scale,TestUsed,MaxMath,MaxVerbal,Calc1Number,Calc1LastGrade,Calc1LastQP,PhysicsITimes
987,FEMALE,2023,White,3115,3.64,3.94,4,SAT,720,670,0,,,1
988,MALE,2023,White,3115,2.25,4,4,SAT,660,670,0,,,1
989,MALE,2023,White,3111,3.07,3.83,4,SAT,690,580,1,A-,3.7,1
990,MALE,2023,White,3111,2.95,2.87,4,ACT,680,740,2,C+,2.3,1
991,MALE,2023,White,3115,3.51,3.88,4,ACT,740,570,0,,,1
992,MALE,2023,White,3111,3.63,96.6,100,ACT,660,800,1,B,3,1
993,MALE,2023,White,3111,3.91,4,4,SAT,670,720,1,A,4,0
994,MALE,2023,White,3111,3.26,3.55,4,SAT,690,650,1,B,3,1
995,FEMALE,2023,White,3111,3.71,3.95,4,SAT,680,650,1,B,3,1
996,MALE,2023,White,3115,3.53,4,4,SAT,740,650,0,,,1
997,FEMALE,2023,White,3111,3.2,3.8,4,ACT,650,790,1,C-,1.7,1
998,FEMALE,2023,White,3111,2.7,3.82,4,SAT,660,690,1,C,2,1
999,MALE,2023,White,3111,3.19,0,0,SAT,640,660,1,C+,2.3,1
1000,FEMALE,2023,Black,3111,2.69,0,0,SAT,540,580,2,C,2,1
1001,MALE,2023,Asian,3111,2.89,0,0,SAT,700,640,1,C-,1.7,1
1002,MALE,2023,White,3115,3.23,4,4,SAT,750,710,0,,,1
1003,MALE,2023,White,3115,3.53,0,0,SAT,580,580,0,,,1
1004,MALE,2023,White,3111,1.93,3.9,4,SAT,800,610,1,C+,2.3,1
1005,MALE,2023,White,3111,3.15,3.8,4,SAT,740,660,1,B-,2.7,1
1006,FEMALE,2023,TwoOrMore,3111,3.24,0,0,SAT,600,660,2,B,3,1
1007,MALE,2023,White,3111,3.39,4,4,ACT,600,780,1,C+,2.3,1
1008,MALE,2023,White,3111,3.74,3.91,4,SAT,710,700,1,A-,3.7,1
1009,MALE,2023,Asian,3115,3.11,3.76,4,SAT,790,650,0,,,1
1010,MALE,2023,International Cadet,3107,2.8,3.19,4,ACT,460,490,1,B,3,1
1011,MALE,2023,White,3107,3.34,4,4,SAT,650,650,1,B,3,1
1012,MALE,2023,White,3111,3.53,3.9,4,ACT,650,630,1,B,3,1
1013,FEMALE,2023,White,3107,3.12,0,0,SAT,630,640,1,B,3,1
1014,MALE,2023,White,3111,3.04,3.43,4,ACT,610,660,1,B-,2.7,1
1015,MALE,2023,Asian,3213,3.63,3.78,4,SAT,740,630,0,,,1
1016,MALE,2023,White,3111,3.03,3.8,4,SAT,680,670,1,C,2,1
1017,MALE,2023,Hispanic,3107,2.67,0,0,SAT,640,580,1,C,2,1
1018,MALE,2023,TwoOrMore,3111,3.16,0,0,SAT,600,620,1,B+,3.3,1
1019,MALE,2023,White,3111,3.16,3.75,4,SAT,790,740,1,B,3,0
1020,FEMALE,2023,White,3111,3.2,3.95,4,SAT,690,730,1,C-,1.7,1
1021,MALE,2023,White,3111,3.88,95.57,100,SAT,690,620,1,B+,3.3,1
1022,MALE,2023,Asian,3111,3.17,3.96,4,SAT,750,680,1,B-,2.7,1
1023,FEMALE,2023,Decline to answer,3111,3.27,4,4,SAT,700,680,1,B,3,1
1024,MALE,2023,White,3111,3.66,96.44,100,SAT,670,640,1,B,3,1
1025,MALE,2023,White,3111,2.99,0,0,SAT,550,600,1,B-,2.7,1
1026,MALE,2023,Black,3111,2.21,0,0,SAT,620,680,1,B,3,1
1027,FEMALE,2023,White,3111,3.4,3.92,4,SAT,720,680,1,C+,2.3,1
1028,FEMALE,2023,White,3211,3.89,3.75,4,SAT,700,730,0,,,0
1029,MALE,2023,,3213,3.92,4,4,ACT,460,600,0,,,0
1030,FEMALE,2023,White,3111,3.16,0,0,ACT,630,540,1,B-,2.7,1
1031,MALE,2023,White,3111,3.37,3.83,4,ACT,610,660,1,C,2,1
1032,MALE,2023,TwoOrMore,3111,3.81,0,0,SAT,660,640,1,A-,3.7,1
1033,MALE,2023,White,3111,3.62,3.67,4,ACT,700,800,1,B+,3.3,1
1034,MALE,2023,Hispanic,3111,3.55,3.75,4,SAT,740,700,1,B-,2.7,1
1035,MALE,2023,White,3111,2.66,4,4,SAT,670,650,1,B,3,1
1036,FEMALE,2023,TwoOrMore,3111,3.77,3.95,4,ACT,650,660,1,A-,3.7,1
1037,MALE,2023,Hispanic,3111,3.15,0,0,SAT,650,550,1,C,2,1
1038,FEMALE,2023,International Cadet,3107,3.31,3.19,4,ACT,460,490,1,A,4,1
1039,FEMALE,2023,White,3115,3.76,94.5,100,SAT,790,770,0,,,0
1040,MALE,2023,White,3111,3.65,99.07,100,SAT,790,720,1,A,4,1
1041,FEMALE,2023,Asian,3111,3.25,0,0,SAT,590,560,1,C,2,1
1042,FEMALE,2023,White,3107,3.91,97.76,100,SAT,660,690,1,A,4,1
1043,FEMALE,2023,TwoOrMore,3111,3.81,4.46,4.5,SAT,740,700,1,A,4,0
1044,MALE,2023,White,3115,3.67,97.5,100,SAT,710,740,0,,,0
1045,MALE,2023,White,3111,3.69,3.75,4,SAT,710,680,1,A,4,1
1046,MALE,2023,White,3111,3.68,3.99,4,SAT,710,660,1,A,4,1
1047,MALE,2023,White,3111,3.29,3.63,4,ACT,790,680,1,B+,3.3,1
1048,FEMALE,2023,White,3107,3.57,0,0,SAT,600,660,1,B,3,1
1049,MALE,2023,International Cadet,3107,2.69,3.19,4,ACT,460,490,1,D,1,1
1050,MALE,2023,Hispanic,3107,3.47,0,0,SAT,510,480,1,A,4,1
1051,MALE,2023,White,3111,2.27,0,0,ACT,610,580,2,C+,2.3,1
1052,FEMALE,2023,Hispanic,3115,3.48,4,4,SAT,710,690,0,,,1
1053,MALE,2023,White,3111,3.36,3.55,4,SAT,660,620,1,B-,2.7,1
1054,MALE,2023,Hispanic,3111,3.15,0,0,SAT,580,530,1,B,3,1
1055,FEMALE,2023,TwoOrMore,3111,2.76,0,0,SAT,650,620,2,C,2,1
1056,FEMALE,2023,White,3115,3.55,3.84,4,SAT,770,720,0,,,1
1057,MALE,2023,White,3111,3.63,3.71,4,SAT,770,680,1,B,3,1
1058,MALE,2023,International Cadet,3107,2.97,3.19,4,ACT,460,490,1,A,4,1
1059,MALE,2023,White,3111,3.48,4,4,SAT,690,690,1,B,3,1
1060,MALE,2023,White,3107,2.8,89.73,100,SAT,670,620,1,B,3,1
1061,FEMALE,2023,White,3111,3.93,3.76,4,SAT,710,690,1,H,4,1
1062,FEMALE,2023,White,3107,2.82,0,0,SAT,550,540,1,C,2,1
1063,FEMALE,2023,White,3111,3.49,0,0,ACT,600,710,1,D,1,1
1064,FEMALE,2023,TwoOrMore,3111,3.2,3.8,4,SAT,690,680,1,B+,3.3,1
1065,FEMALE,2023,White,3111,2.5,0,0,SAT,640,600,1,C,2,1
1066,FEMALE,2023,White,3115,3.79,4,4,ACT,700,800,0,,,1
1067,MALE,2023,Hispanic,3111,3.43,95.2,100,SAT,690,640,1,B+,3.3,1
1068,MALE,2023,White,3111,3.47,0,0,SAT,610,520,1,B-,2.7,1
1069,FEMALE,2023,Hispanic,3111,3.3,94.8,100,SAT,690,610,1,B+,3.3,1
1070,FEMALE,2023,Hispanic,3111,3.53,3.96,4,SAT,650,640,1,B-,2.7,1
1071,MALE,2023,TwoOrMore,3111,3.93,4,4,SAT,710,640,1,A,4,1
1072,FEMALE,2023,White,3111,3.4,3.9,4,SAT,750,690,1,B,3,1
1073,FEMALE,2023,White,3115,3,3.91,4,SAT,680,620,0,,,1
1074,FEMALE,2023,White,3111,3.74,3.59,4,SAT,700,700,1,A,4,1
1075,MALE,2023,White,3111,2.78,0,0,SAT,720,650,1,D,1,1
1076,FEMALE,2023,TwoOrMore,3111,3.6,4,4,SAT,640,640,1,B,3,1
1077,MALE,2023,White,3111,3.59,3.37,4,SAT,650,650,1,B+,3.3,1
1078,FEMALE,2023,Hispanic,3111,3.48,3.98,4,ACT,650,710,1,A-,3.7,1
1079,MALE,2023,TwoOrMore,3111,3.43,0,0,ACT,600,680,1,B,3,1
1080,MALE,2023,TwoOrMore,3107,2.62,3.59,4,ACT,630,780,1,C,2,1
1081,MALE,2023,TwoOrMore,3111,3.57,3.9,4,SAT,650,650,1,C,2,1
1082,FEMALE,2023,White,3107,2.79,0,0,SAT,550,530,1,B,3,1
1083,FEMALE,2023,White,3115,3.6,100,100,SAT,770,700,0,,,1
1084,MALE,2023,,3213,2.77,4,4,ACT,460,600,0,,,0
1085,FEMALE,2023,White,3111,3.42,91.6,100,SAT,670,790,2,A,4,1
1086,FEMALE,2023,TwoOrMore,3115,3.94,4,4,SAT,800,700,0,,,0
1087,FEMALE,2023,White,3111,3.56,3.88,4,SAT,670,650,1,B,3,1
1088,MALE,2023,TwoOrMore,3115,3.37,4,4,SAT,710,670,0,,,1
1089,FEMALE,2023,Hispanic,3107,2.79,0,0,SAT,530,480,1,C,2,1
1090,MALE,2023,White,3111,3.29,3.9,4,SAT,740,690,1,B+,3.3,1
1091,MALE,2023,Hispanic,3111,2.91,0,0,SAT,590,580,1,B-,2.7,1
1092,MALE,2023,White,3115,3.74,3.7,4,SAT,690,640,0,,,0
1093,FEMALE,2023,White,3115,3.31,4,4,SAT,790,750,0,,,1
1094,MALE,2023,Hispanic,3115,3.58,3.95,4,SAT,630,630,0,,,1
1095,FEMALE,2023,Hispanic,3111,3.2,4,4,SAT,630,740,1,B-,2.7,1
1096,MALE,2023,White,3115,3.24,3.72,4,ACT,650,600,0,,,1
1097,MALE,2023,White,3115,3.07,0,0,ACT,560,400,0,,,1
1098,FEMALE,2023,White,3111,2.66,3.85,4,SAT,670,670,1,B,3,1
1099,MALE,2023,White,3115,3.84,4,4,SAT,740,690,0,,,1
1100,MALE,2023,White,3111,2.95,3.98,4,SAT,680,610,1,B+,3.3,1
1101,MALE,2023,White,3213,3.63,3.9,4,SAT,690,670,0,,,0
1102,FEMALE,2023,Hispanic,3111,2.99,3.64,4,SAT,670,610,1,C,2,1
1103,MALE,2023,White,3111,2.92,3.84,4,ACT,610,600,1,C,2,1
1104,MALE,2023,White,3107,3.26,0,0,ACT,600,580,1,C+,2.3,1
1105,FEMALE,2023,White,3111,3.06,94.19,100,SAT,740,660,1,B,3,1
1106,MALE,2023,Asian,3111,2.77,3.93,4,SAT,660,670,2,C,2,2
1107,MALE,2023,Native Hawaiian,3111,3.65,3.83,4,SAT,710,660,1,B-,2.7,1
1108,FEMALE,2023,White,3111,3.08,3.59,4,ACT,610,660,1,C,2,1
1109,MALE,2023,White,3111,3.12,3.71,4,SAT,620,650,1,C+,2.3,1
1110,MALE,2023,Hispanic,3111,3.54,3.71,4,SAT,740,610,1,A,4,0
1111,MALE,2023,White,3111,3.96,4,4,SAT,760,780,1,H,4,1
1112,FEMALE,2023,Asian,3107,2.77,3.83,4,SAT,590,610,1,C,2,1
1113,MALE,2023,White,3111,3.37,3.82,4,SAT,680,730,1,A-,3.7,1
1114,FEMALE,2023,White,3115,3.83,4,4,ACT,580,600,0,,,1
1115,MALE,2023,White,3111,3.4,3.88,4,SAT,650,620,1,B-,2.7,1
1116,MALE,2023,TwoOrMore,3111,3.47,3.8,4,ACT,800,790,1,A-,3.7,0
1117,FEMALE,2023,Black,3111,2.91,98.79,100,SAT,640,660,1,C+,2.3,1
1118,MALE,2023,TwoOrMore,3107,3.2,0,0,SAT,500,540,1,C+,2.3,1
1119,FEMALE,2023,TwoOrMore,3111,3.06,97.2,100,SAT,660,720,1,B+,3.3,1
1120,FEMALE,2023,TwoOrMore,3111,3.33,3.68,4,SAT,750,650,1,C+,2.3,1
1121,MALE,2023,White,3111,3.19,3.7,4,SAT,690,670,2,C+,2.3,1
1122,MALE,2023,Asian,3111,3.7,3.53,4,SAT,730,640,1,A-,3.7,1
1123,FEMALE,2023,White,3107,3.31,97.94,100,SAT,590,610,1,B,3,1
1124,FEMALE,2023,TwoOrMore,3111,2.68,3.61,4,ACT,630,710,1,B-,2.7,1
1125,FEMALE,2023,White,3111,3.29,4,4,SAT,650,710,1,B,3,1
1126,FEMALE,2023,White,3115,3.88,4,4,SAT,660,660,0,,,0
1127,FEMALE,2023,White,3107,3.49,3.95,4,ACT,560,780,1,B,3,1
1128,MALE,2023,TwoOrMore,3107,3.19,0,0,SAT,500,610,1,B+,3.3,1
1129,FEMALE,2023,Asian,3111,3.88,4,4,ACT,630,800,1,B,3,1
1130,MALE,2023,White,3107,3.43,4,4,SAT,670,640,1,C,2,1
1131,FEMALE,2023,TwoOrMore,3115,3.78,3.96,4,SAT,720,720,0,,,1
1132,MALE,2023,White,3111,2.7,3.84,4,SAT,650,660,1,C-,1.7,1
1133,MALE,2023,Asian,3111,3.79,3.93,4,ACT,740,630,1,B+,3.3,1
1134,MALE,2023,Asian,3111,2.62,3.9,4,SAT,690,610,1,C+,2.3,1
1135,MALE,2023,Asian,3111,3.53,3.62,4,SAT,750,650,1,A,4,1
1136,FEMALE,2023,Hispanic,3115,3.67,3.46,4,SAT,680,630,0,,,1
1137,FEMALE,2023,TwoOrMore,3111,3.66,4,4,SAT,630,590,1,A-,3.7,1
1138,FEMALE,2023,White,3115,3.93,4,4,SAT,790,760,0,,,0
1139,MALE,2023,White,3111,3.13,3.63,4,ACT,630,600,1,C,2,1
1140,MALE,2024,White,3111,2.88,3.9,4,SAT,630,710,1,B-,2.7,1
1141,MALE,2024,Black,3111,2.66,0,0,SAT,550,560,1,D,1,1
1142,MALE,2024,Asian,3111,3.23,3.71,4,SAT,760,660,1,B+,3.3,1
1143,MALE,2024,TwoOrMore,3111,3.91,6.28,7,SAT,740,680,1,A-,3.7,1
1144,FEMALE,2024,Asian,3115,3.95,3.88,4,SAT,800,720,0,,,1
1145,FEMALE,2024,Asian,3111,2.72,3.87,4,ACT,650,800,1,C+,2.3,1
1146,FEMALE,2024,White,3115,3.39,97.8,100,ACT,700,800,0,,,1
1147,FEMALE,2024,White,3111,2.81,0,0,SAT,660,580,1,B-,2.7,1
1148,MALE,2024,International Cadet,3211,2.77,88.25,100,SAT,390,420,0,,,0
1149,MALE,2024,White,3115,3.67,3.65,4,SAT,800,750,0,,,1
1150,FEMALE,2024,White,3111,2.81,91.8,100,ACT,760,740,1,C+,2.3,1
1151,FEMALE,2024,White,3111,2.62,4.07,4.5,SAT,660,670,1,C,2,1
1152,FEMALE,2024,TwoOrMore,3111,3.23,0,0,SAT,600,600,1,B-,2.7,1
1153,MALE,2024,White,3115,3.76,3.78,4,SAT,760,710,0,,,1
1154,FEMALE,2024,White,3115,3.5,3.99,4,ACT,790,710,0,,,1
1155,MALE,2024,White,3111,3.59,3.8,4,SAT,800,710,1,A-,3.7,0
1156,MALE,2024,Hispanic,3111,2.96,3.92,4,ACT,700,800,1,B,3,1
1157,MALE,2024,White,3115,3.72,3.84,4,SAT,730,730,0,,,1
1158,MALE,2024,TwoOrMore,3111,2.01,3.85,4,SAT,680,650,1,C,2,1
1159,FEMALE,2024,White,3111,3.67,4,4,SAT,760,680,1,A,4,1
1160,MALE,2024,White,3115,3.93,96,100,ACT,760,780,0,,,0
1161,FEMALE,2024,TwoOrMore,3107,3.63,3.7,4,ACT,600,800,1,A,4,1
1162,MALE,2024,TwoOrMore,3111,2.93,3.89,4,SAT,670,640,1,B+,3.3,1
1163,MALE,2024,White,3111,3.16,3.73,4,SAT,670,620,1,B,3,1
1164,FEMALE,2024,White,3111,3.33,3.9,4,ACT,610,780,1,A-,3.7,1
1165,FEMALE,2024,White,3107,2.91,0,0,ACT,610,780,1,B,3,1
1166,MALE,2024,White,3115,3.97,4,4,SAT,690,730,0,,,0
1167,FEMALE,2024,White,3115,3.87,3.99,4,SAT,730,690,0,,,1
1168,FEMALE,2024,White,3107,3.23,96.94,100,SAT,590,580,1,B-,2.7,1
1169,MALE,2024,White,3211,1.76,3.63,4,ACT,680,740,0,,,1
1170,FEMALE,2024,White,3111,3.55,3.87,4,ACT,640,790,1,B-,2.7,1
1171,MALE,2024,TwoOrMore,3111,3.31,0,0,SAT,600,670,1,C,2,1
1172,MALE,2024,White,3111,2.57,3.92,4,ACT,650,710,1,B-,2.7,1
1173,MALE,2024,White,3111,3.58,3.5,4,SAT,650,660,1,B,3,1
1174,MALE,2024,TwoOrMore,3115,3.61,3.71,4,SAT,740,620,0,,,1
1175,FEMALE,2024,TwoOrMore,3111,3.84,3.98,4,SAT,770,740,1,A,4,1
1176,MALE,2024,White,3111,2.73,3.91,4,SAT,700,530,1,B,3,1
1177,FEMALE,2024,Asian,3111,2.1,0,0,ACT,610,740,2,B+,3.3,1
1178,FEMALE,2024,White,3111,3.44,3.91,4,SAT,690,740,1,B,3,1
1179,MALE,2024,TwoOrMore,3115,3.29,3.83,4,SAT,680,730,0,,,1
1180,FEMALE,2024,White,3211,3.15,3.96,4,SAT,650,680,0,,,1
1181,FEMALE,2024,White,3111,3.82,4,4,ACT,800,800,1,A-,3.7,1
1182,MALE,2024,Hispanic,3111,1.81,3.59,4,ACT,680,710,1,C,2,1
1183,FEMALE,2024,White,3111,2.95,3.7,4,SAT,660,670,1,B,3,1
1184,MALE,2024,Asian,3107,2.6,0,0,SAT,580,570,1,B,3,1
1185,MALE,2024,Black,3107,2.43,0,0,SAT,510,540,1,C-,1.7,1
1186,MALE,2024,Hispanic,3107,2.73,0,0,ACT,630,630,1,B-,2.7,1
1187,FEMALE,2024,Asian,3115,3.89,3.9,4,SAT,750,640,0,,,1
1188,MALE,2024,Hispanic,3107,3.12,3.64,4,ACT,610,680,1,B,3,1
1189,MALE,2024,White,3115,3.39,4,4,SAT,750,680,0,,,1
1190,FEMALE,2024,Asian,3115,3.85,4,4,SAT,770,720,0,,,1
1191,MALE,2024,Hispanic,3111,3.21,0,0,ACT,630,680,1,C,2,1
1192,FEMALE,2024,White,3111,3.61,3.88,4,SAT,700,650,1,A,4,1
1193,MALE,2024,White,3111,3.42,3.9,4,SAT,660,590,1,B+,3.3,1
1194,FEMALE,2024,White,3111,3.74,4,4,SAT,750,620,1,H,4,1
1195,MALE,2024,White,3111,2.61,0,0,SAT,660,670,1,C,2,1
1196,FEMALE,2024,White,3111,3.44,0,0,SAT,640,660,1,C,2,1
1197,MALE,2024,Hispanic,3111,3.68,0,0,SAT,650,600,1,A,4,1
1198,MALE,2024,White,3111,3.55,3.76,4,ACT,700,680,1,B+,3.3,1
1199,FEMALE,2024,White,3111,2.7,3.22,4,SAT,650,710,1,B-,2.7,1
1200,FEMALE,2024,White,3111,2.74,3.61,4,SAT,610,620,1,C-,1.7,1
1201,FEMALE,2024,Hispanic,3107,2.39,0,0,SAT,560,560,1,D,1,1
1202,MALE,2024,White,3107,3.66,0,0,SAT,610,630,1,A,4,1
1203,FEMALE,2024,White,3107,3.38,4,4,ACT,610,710,1,A-,3.7,1
1204,MALE,2024,White,3111,3.76,3.95,4,SAT,700,700,1,B+,3.3,1
1205,MALE,2024,Hispanic,3107,2.72,3.54,4,SAT,700,690,1,C-,1.7,1
1206,FEMALE,2024,White,3111,3.93,4,4,ACT,700,800,1,A,4,1
1207,MALE,2024,White,3111,2.79,0,0,ACT,600,540,1,B,3,1
1208,MALE,2024,White,3111,3.19,94.31,100,SAT,680,630,1,B,3,1
1209,FEMALE,2024,Hispanic,3111,2.2,0,0,SAT,600,570,2,B-,2.7,1
1210,MALE,2024,White,3111,3.45,90.26,100,SAT,660,630,1,B,3,1
1211,MALE,2025,TwoOrMore,3107,2.17,0,0,ACT,520,680,1,C,2,1
1212,MALE,2024,Hispanic,3115,2.85,3.65,4,SAT,650,620,0,,,1
1213,MALE,2024,Black,3111,2.41,0,0,SAT,610,580,1,B-,2.7,1
1214,FEMALE,2024,White,3107,3.53,3.92,4,ACT,600,680,1,B+,3.3,1
1215,MALE,2024,White,3111,2.77,3.83,4,ACT,790,790,1,B,3,1
1216,MALE,2024,Hispanic,3111,3.68,93,100,SAT,760,730,1,B,3,1
1217,MALE,2024,TwoOrMore,3115,3.93,4,4,SAT,770,680,0,,,1
1218,MALE,2024,TwoOrMore,3111,3.12,95.71,100,SAT,650,610,1,B-,2.7,1
1219,FEMALE,2024,Hispanic,3111,2.44,4,4,SAT,670,720,1,D,1,1
1220,FEMALE,2024,White,3111,3.99,4,4,SAT,770,760,1,H,4,1
1221,FEMALE,2024,Hispanic,3107,2.98,3.79,4,SAT,680,660,1,A-,3.7,1
1222,MALE,2024,White,3115,3.79,3.96,4,SAT,730,800,0,,,0
1223,MALE,2024,White,3111,2.91,3.64,4,SAT,780,670,1,B+,3.3,0
1224,MALE,2024,White,3115,3.56,3.98,4,ACT,740,790,0,,,1
1225,MALE,2024,TwoOrMore,3107,2.91,0,0,SAT,510,550,1,C-,1.7,1
1226,MALE,2024,White,3213,3.15,3.9,4,SAT,680,660,0,,,1
1227,MALE,2024,White,3111,2.79,3.9,4,SAT,600,640,1,C-,1.7,1
1228,MALE,2025,Black,3111,1.67,0,0,SAT,690,610,2,D,1,1
1229,FEMALE,2024,White,3115,3.78,4,4,SAT,680,780,0,,,1
1230,MALE,2024,White,3211,3.37,3.88,4,SAT,750,700,0,,,0
1231,FEMALE,2024,White,3111,2.49,0,0,ACT,560,560,1,C,2,1
1232,MALE,2024,White,3111,3.9,4,4,ACT,690,790,1,A,4,0
1233,MALE,2024,,3213,4,3.74,4,ACT,0,0,0,,,0
1234,MALE,2024,White,3111,3.81,95.02,100,SAT,780,730,1,A,4,1
1235,MALE,2024,Asian,3111,3.31,3.96,4,ACT,650,560,1,A,4,1
1236,MALE,2024,White,3111,3.42,4,4,SAT,600,670,1,C,2,1
1237,MALE,2024,White,3211,3.98,4,4,SAT,790,760,0,,,0
1238,FEMALE,2024,White,3115,3.44,4,4,SAT,650,690,0,,,1
1239,FEMALE,2024,White,3111,3.57,3.7,4,SAT,680,670,2,B+,3.3,1
1240,MALE,2024,TwoOrMore,3111,2.42,0,0,ACT,560,520,1,C-,1.7,1
1241,FEMALE,2024,White,3111,2.63,4,4,SAT,670,720,1,B-,2.7,1
1242,MALE,2024,White,3111,3.14,3.55,4,SAT,670,590,1,B+,3.3,1
1243,MALE,2024,White,3111,2.62,0,0,SAT,740,680,1,A,4,1
1244,FEMALE,2024,White,3115,3.83,4,4,SAT,710,670,0,,,1
1245,MALE,2024,TwoOrMore,3111,2.72,0,0,SAT,610,610,1,C,2,1
1246,FEMALE,2024,Asian,3111,3.33,4,4,ACT,680,800,1,A,4,1
1247,MALE,2024,White,3115,2.93,3.73,4,ACT,660,600,0,,,1
1248,MALE,2024,White,3111,3.49,3.81,4,ACT,740,790,1,A-,3.7,1
1249,MALE,2024,White,3111,3.18,3.9,4,SAT,600,690,1,B,3,1
1250,FEMALE,2024,Hispanic,3111,3.99,3.95,4,SAT,750,740,1,A,4,1
1251,FEMALE,2024,Hispanic,3107,2.97,4,4,ACT,630,660,1,B,3,1
1252,FEMALE,2024,White,3111,3.23,3.98,4,ACT,610,790,1,B,3,1
1253,MALE,2024,White,3115,3.93,97.9,100,SAT,800,750,0,,,0
1254,FEMALE,2024,White,3111,2.88,0,0,SAT,600,630,1,C,2,1
1255,FEMALE,2024,White,3111,2.17,3.89,4,SAT,630,620,1,B-,2.7,1
1256,FEMALE,2024,Asian,3211,3.64,4,4,SAT,750,740,0,,,1
1257,MALE,2024,Asian,3111,2.98,3.66,4,ACT,610,740,1,B-,2.7,1
1258,MALE,2024,White,3111,2.76,3.9,4,ACT,580,680,1,C-,1.7,1
1259,FEMALE,2024,White,3107,3.34,3.53,4,SAT,640,690,1,B+,3.3,1
1260,FEMALE,2024,Hispanic,3107,3.01,3.96,4,ACT,620,740,1,A-,3.7,1
1261,FEMALE,2024,White,3111,3.25,94.14,100,ACT,650,680,1,B,3,1
1262,FEMALE,2024,Asian,3111,3.61,3.95,4,SAT,690,700,1,A-,3.7,1
1263,FEMALE,2024,White,3111,2.94,4,4,SAT,630,670,1,C-,1.7,1
1264,FEMALE,2024,Asian,3111,3.85,4,4,SAT,800,680,1,A,4,1
1265,FEMALE,2024,White,3107,2.77,0,0,SAT,650,610,1,C+,2.3,1
1266,MALE,2024,White,3107,2.54,3.96,4,SAT,670,680,1,B-,2.7,1
1267,MALE,2024,Asian,3211,1.22,4.98,6,ACT,800,790,0,,,0
1268,FEMALE,2024,Hispanic,3111,2.96,3.92,4,SAT,680,600,1,B+,3.3,1
1269,FEMALE,2024,White,3111,2.76,0,0,SAT,710,640,1,C+,2.3,1
1270,MALE,2024,White,3107,2.8,0,0,SAT,600,640,1,C,2,1
1271,MALE,2024,International Cadet,3107,2.69,88.25,100,SAT,390,420,1,H,4,1
1272,MALE,2024,White,3111,3.53,4,4,SAT,750,730,1,A,4,1
1273,MALE,2024,Hispanic,3213,3.04,0,0,ACT,630,800,0,,,1
1274,MALE,2024,White,3111,3.43,3.91,4,ACT,740,790,1,B,3,1
1275,MALE,2024,White,3111,2.7,92.12,100,SAT,650,620,1,C,2,1
1276,FEMALE,2024,White,3111,3.45,3.95,4,SAT,670,690,1,A-,3.7,1
1277,MALE,2024,Black,3107,2.49,3.13,4,ACT,580,630,1,C+,2.3,1
1278,MALE,2024,White,3111,2.98,3.71,4,SAT,760,800,1,B-,2.7,1
1279,MALE,2024,White,3111,2.47,3.76,4,ACT,680,800,1,C,2,1
1280,MALE,2024,International Cadet,3107,2.19,88.25,100,SAT,390,420,1,C-,1.7,1
1281,MALE,2024,Asian,3111,2.47,0,0,SAT,600,650,1,C,2,1
1282,MALE,2024,White,3111,3.42,3.82,4,SAT,730,620,1,B+,3.3,1
